vessel,form_code,year,month,status,dept,pic,ket,submitted_at,updated_at
Segoro,022,2026,3,C,Deck,Master,BLN,,
Segoro,022,2026,4,C,Deck,Master,BLN,,
Segoro,022,2026,5,C,Deck,Master,BLN,,
Segoro,022,2026,6,C,Deck,Master,BLN,,
Segoro,022,2026,7,S,Deck,Master,BLN,,
Segoro,022,2026,8,S,Deck,Master,BLN,,
Segoro,022,2026,9,S,Deck,Master,BLN,,
Segoro,022,2026,10,S,Deck,Master,BLN,,
Segoro,022,2026,11,S,Deck,Master,BLN,,
Segoro,022,2026,12,S,Deck,Master,BLN,,
Segoro,023,2026,1,C,Deck,Master,BLN,,
Segoro,023,2026,2,C,Deck,Master,BLN,,
Segoro,023,2026,3,C,Deck,Master,BLN,,
Segoro,023,2026,4,C,Deck,Master,BLN,,
Segoro,023,2026,5,C,Deck,Master,BLN,,
Segoro,023,2026,6,C,Deck,Master,BLN,,
Segoro,023,2026,7,S,Deck,Master,BLN,,
Segoro,023,2026,8,S,Deck,Master,BLN,,
Segoro,023,2026,9,S,Deck,Master,BLN,,
Segoro,023,2026,10,S,Deck,Master,BLN,,
Segoro,023,2026,11,S,Deck,Master,BLN,,
Segoro,023,2026,12,S,Deck,Master,BLN,,
Segoro,024,2026,1,C,Deck,Master,BLN,,
Segoro,024,2026,2,C,Deck,Master,BLN,,
Segoro,024,2026,3,C,Deck,Master,BLN,,
Segoro,024,2026,4,C,Deck,Master,BLN,,
Segoro,024,2026,5,C,Deck,Master,BLN,,
Segoro,024,2026,6,C,Deck,Master,BLN,,
Segoro,024,2026,7,S,Deck,Master,BLN,,
Segoro,024,2026,8,S,Deck,Master,BLN,,
Segoro,024,2026,9,S,Deck,Master,BLN,,
Segoro,024,2026,10,S,Deck,Master,BLN,,
Segoro,024,2026,11,S,Deck,Master,BLN,,
Segoro,024,2026,12,S,Deck,Master,BLN,,
Segoro,025,2026,1,C,Deck,Master,2 BLN,,
Segoro,025,2026,3,C,Deck,Master,2 BLN,,
Segoro,025,2026,5,C,Deck,Master,2 BLN,,
Segoro,025,2026,7,S,Deck,Master,2 BLN,,
Segoro,025,2026,9,S,Deck,Master,2 BLN,,
Segoro,025,2026,11,S,Deck,Master,2 BLN,,
Segoro,026,2026,3,C,Deck,Master,TRW,,
Segoro,026,2026,6,C,Deck,Master,TRW,,
Segoro,026,2026,9,S,Deck,Master,TRW,,
Segoro,026,2026,12,S,Deck,Master,TRW,,
Segoro,027,2026,3,C,Deck,Master,TRW,,
Segoro,027,2026,6,C,Deck,Master,TRW,,
Segoro,027,2026,9,S,Deck,Master,TRW,,
Segoro,027,2026,12,S,Deck,Master,TRW,,
Segoro,028,2026,3,C,Deck,Master,TRW,,
Segoro,028,2026,6,C,Deck,Master,TRW,,
Segoro,028,2026,9,S,Deck,Master,TRW,,
Segoro,028,2026,12,S,Deck,Master,TRW,,
Segoro,038,2026,3,C,Deck,CO,TRW,,
Segoro,038,2026,6,C,Deck,CO,TRW,,
Segoro,038,2026,9,S,Deck,CO,TRW,,
Segoro,038,2026,12,S,Deck,CO,TRW,,
Segoro,040 A,2026,1,C,Engine,CE,BLN,,
Segoro,040 A,2026,2,C,Engine,CE,BLN,,
Segoro,040 A,2026,3,C,Engine,CE,BLN,,
Segoro,040 A,2026,4,C,Engine,CE,BLN,,
Segoro,040 A,2026,5,C,Engine,CE,BLN,,
Segoro,040 A,2026,6,C,Engine,CE,BLN,,
Segoro,040 A,2026,7,S,Engine,CE,BLN,,
Segoro,040 A,2026,8,S,Engine,CE,BLN,,
Segoro,040 A,2026,9,S,Engine,CE,BLN,,
Segoro,040 A,2026,10,S,Engine,CE,BLN,,
Segoro,040 A,2026,11,S,Engine,CE,BLN,,
Segoro,040 A,2026,12,S,Engine,CE,BLN,,
Segoro,040 C,2026,1,C,Engine,CE,BLN,,
Segoro,040 C,2026,2,C,Engine,CE,BLN,,
Segoro,040 C,2026,3,C,Engine,CE,BLN,,
Segoro,040 C,2026,4,C,Engine,CE,BLN,,
Segoro,040 C,2026,5,C,Engine,CE,BLN,,
Segoro,040 C,2026,6,C,Engine,CE,BLN,,
Segoro,040 C,2026,7,S,Engine,CE,BLN,,
Segoro,040 C,2026,8,S,Engine,CE,BLN,,
Segoro,040 C,2026,9,S,Engine,CE,BLN,,
Segoro,040 C,2026,10,S,Engine,CE,BLN,,
Segoro,040 C,2026,11,S,Engine,CE,BLN,,
Segoro,040 C,2026,12,S,Engine,CE,BLN,,
Segoro,041,2026,1,C,Engine,2E,BLN,,
Segoro,041,2026,2,C,Engine,2E,BLN,,
Segoro,041,2026,3,C,Engine,2E,BLN,,
Segoro,041,2026,4,C,Engine,2E,BLN,,
Segoro,041,2026,5,C,Engine,2E,BLN,,
Segoro,041,2026,6,C,Engine,2E,BLN,,
Segoro,041,2026,7,S,Engine,2E,BLN,,
Segoro,041,2026,8,S,Engine,2E,BLN,,
Segoro,041,2026,9,S,Engine,2E,BLN,,
Segoro,041,2026,10,S,Engine,2E,BLN,,
Segoro,041,2026,11,S,Engine,2E,BLN,,
Segoro,041,2026,12,S,Engine,2E,BLN,,
Segoro,042,2026,1,C,Engine,2E,BLN,,
Segoro,042,2026,2,C,Engine,2E,BLN,,
Segoro,042,2026,3,C,Engine,2E,BLN,,
Segoro,042,2026,4,C,Engine,2E,BLN,,
Segoro,042,2026,5,C,Engine,2E,BLN,,
Segoro,042,2026,6,C,Engine,2E,BLN,,
Segoro,042,2026,7,S,Engine,2E,BLN,,
Segoro,042,2026,8,S,Engine,2E,BLN,,
Segoro,042,2026,9,S,Engine,2E,BLN,,
Segoro,042,2026,10,S,Engine,2E,BLN,,
Segoro,042,2026,11,S,Engine,2E,BLN,,
Segoro,042,2026,12,S,Engine,2E,BLN,,
Segoro,043,2026,1,C,Engine,2E,BLN,,
Segoro,043,2026,2,C,Engine,2E,BLN,,
Segoro,043,2026,3,C,Engine,2E,BLN,,
Segoro,043,2026,4,C,Engine,2E,BLN,,
Segoro,043,2026,5,C,Engine,2E,BLN,,
Segoro,043,2026,6,C,Engine,2E,BLN,,
Segoro,043,2026,7,S,Engine,2E,BLN,,
Segoro,043,2026,8,S,Engine,2E,BLN,,
Segoro,043,2026,9,S,Engine,2E,BLN,,
Segoro,043,2026,10,S,Engine,2E,BLN,,
Segoro,043,2026,11,S,Engine,2E,BLN,,
Segoro,043,2026,12,S,Engine,2E,BLN,,
Segoro,044,2026,1,C,Engine,2E,BLN,,
Segoro,044,2026,2,C,Engine,2E,BLN,,
Segoro,044,2026,3,C,Engine,2E,BLN,,
Segoro,044,2026,4,C,Engine,2E,BLN,,
Segoro,044,2026,5,C,Engine,2E,BLN,,
Segoro,044,2026,6,C,Engine,2E,BLN,,
Segoro,044,2026,7,S,Engine,2E,BLN,,
Segoro,044,2026,8,S,Engine,2E,BLN,,
Segoro,044,2026,9,S,Engine,2E,BLN,,
Segoro,044,2026,10,S,Engine,2E,BLN,,
Segoro,044,2026,11,S,Engine,2E,BLN,,
Segoro,044,2026,12,S,Engine,2E,BLN,,
Segoro,045,2026,1,C,Engine,2E,BLN,,
Segoro,045,2026,2,C,Engine,2E,BLN,,
Segoro,045,2026,3,C,Engine,2E,BLN,,
Segoro,045,2026,4,C,Engine,2E,BLN,,
Segoro,045,2026,5,C,Engine,2E,BLN,,
Segoro,045,2026,6,C,Engine,2E,BLN,,
Segoro,045,2026,7,S,Engine,2E,BLN,,
Segoro,045,2026,8,S,Engine,2E,BLN,,
Segoro,045,2026,9,S,Engine,2E,BLN,,
Segoro,045,2026,10,S,Engine,2E,BLN,,
Segoro,045,2026,11,S,Engine,2E,BLN,,
Segoro,045,2026,12,S,Engine,2E,BLN,,
Segoro,046,2026,1,C,Engine,2E,Voy,,
Segoro,046,2026,2,C,Engine,2E,Voy,,
Segoro,046,2026,3,S,Engine,2E,Voy,,
Segoro,046,2026,4,C,Engine,2E,Voy,,
Segoro,046,2026,5,C,Engine,2E,Voy,,
Segoro,046,2026,6,C,Engine,2E,Voy,,
Segoro,046,2026,7,S,Engine,2E,Voy,,
Segoro,046,2026,8,S,Engine,2E,Voy,,
Segoro,046,2026,9,S,Engine,2E,Voy,,
Segoro,046,2026,10,S,Engine,2E,Voy,,
Segoro,046,2026,11,S,Engine,2E,Voy,,
Segoro,046,2026,12,S,Engine,2E,Voy,,
Segoro,048,2026,6,C,Engine,2E,SMT,,
Segoro,048,2026,12,S,Engine,2E,SMT,,
Segoro,059 A,2026,1,C,Deck,CO,BLN,,
Segoro,059 A,2026,2,C,Deck,CO,BLN,,
Segoro,059 A,2026,3,C,Deck,CO,BLN,,
Segoro,059 A,2026,4,C,Deck,CO,BLN,,
Segoro,059 A,2026,5,C,Deck,CO,BLN,,
Segoro,059 A,2026,6,C,Deck,CO,BLN,,
Segoro,059 A,2026,7,S,Deck,CO,BLN,,
Segoro,059 A,2026,8,S,Deck,CO,BLN,,
Segoro,059 A,2026,9,S,Deck,CO,BLN,,
Segoro,059 A,2026,10,S,Deck,CO,BLN,,
Segoro,059 A,2026,11,S,Deck,CO,BLN,,
Segoro,059 A,2026,12,S,Deck,CO,BLN,,
Segoro,059 B,2026,3,C,Engine,CE,TRW,,
Segoro,059 B,2026,6,C,Engine,CE,TRW,,
Segoro,059 B,2026,9,S,Engine,CE,TRW,,
Segoro,059 B,2026,12,S,Engine,CE,TRW,,
Segoro,059 C,2026,1,C,Deck,CO,BLN,,
Segoro,059 C,2026,2,C,Deck,CO,BLN,,
Segoro,059 C,2026,3,C,Deck,CO,BLN,,
Segoro,059 C,2026,4,C,Deck,CO,BLN,,
Segoro,059 C,2026,5,C,Deck,CO,BLN,,
Segoro,059 C,2026,6,C,Deck,CO,BLN,,
Segoro,059 C,2026,7,S,Deck,CO,BLN,,
Segoro,059 C,2026,8,S,Deck,CO,BLN,,
Segoro,059 C,2026,9,S,Deck,CO,BLN,,
Segoro,059 C,2026,10,S,Deck,CO,BLN,,
Segoro,059 C,2026,11,S,Deck,CO,BLN,,
Segoro,059 C,2026,12,S,Deck,CO,BLN,,
Segoro,059 D,2026,1,C,Engine,2E,BLN,,
Segoro,059 D,2026,2,C,Engine,2E,BLN,,
Segoro,059 D,2026,3,C,Engine,2E,BLN,,
Segoro,059 D,2026,4,C,Engine,2E,BLN,,
Segoro,059 D,2026,5,C,Engine,2E,BLN,,
Segoro,059 D,2026,6,C,Engine,2E,BLN,,
Segoro,059 D,2026,7,S,Engine,2E,BLN,,
Segoro,059 D,2026,8,S,Engine,2E,BLN,,
Segoro,059 D,2026,9,S,Engine,2E,BLN,,
Segoro,059 D,2026,10,S,Engine,2E,BLN,,
Segoro,059 D,2026,11,S,Engine,2E,BLN,,
Segoro,059 D,2026,12,S,Engine,2E,BLN,,
Segoro,059 E,2026,1,C,Engine,CE,BLN,,
Segoro,059 E,2026,2,C,Engine,CE,BLN,,
Segoro,059 E,2026,3,C,Engine,CE,BLN,,
Segoro,059 E,2026,4,C,Engine,CE,BLN,,
Segoro,059 E,2026,5,C,Engine,CE,BLN,,
Segoro,059 E,2026,6,C,Engine,CE,BLN,,
Segoro,059 E,2026,7,S,Engine,CE,BLN,,
Segoro,059 E,2026,8,S,Engine,CE,BLN,,
Segoro,059 E,2026,9,S,Engine,CE,BLN,,
Segoro,059 E,2026,10,S,Engine,CE,BLN,,
Segoro,059 E,2026,11,S,Engine,CE,BLN,,
Segoro,059 E,2026,12,S,Engine,CE,BLN,,
Segoro,059 F,2026,1,C,Deck,CO,BLN,,
Segoro,059 F,2026,2,C,Deck,CO,BLN,,
Segoro,059 F,2026,3,C,Deck,CO,BLN,,
Segoro,059 F,2026,4,C,Deck,CO,BLN,,
Segoro,059 F,2026,5,C,Deck,CO,BLN,,
Segoro,059 F,2026,6,C,Deck,CO,BLN,,
Segoro,059 F,2026,7,S,Deck,CO,BLN,,
Segoro,059 F,2026,8,S,Deck,CO,BLN,,
Segoro,059 F,2026,9,S,Deck,CO,BLN,,
Segoro,059 F,2026,10,S,Deck,CO,BLN,,
Segoro,059 F,2026,11,S,Deck,CO,BLN,,
Segoro,059 F,2026,12,S,Deck,CO,BLN,,
Segoro,059 G,2026,3,C,Deck,Master,TRW,,
Segoro,059 G,2026,6,C,Deck,Master,TRW,,
Segoro,059 G,2026,9,S,Deck,Master,TRW,,
Segoro,059 G,2026,12,S,Deck,Master,TRW,,
Segoro,059 H,2026,3,C,Deck,CO,TRW,,
Segoro,059 H,2026,6,C,Deck,CO,TRW,,
Segoro,059 H,2026,9,S,Deck,CO,TRW,,
Segoro,059 H,2026,12,S,Deck,CO,TRW,,
Segoro,059 I,2026,1,C,Engine,2E,BLN,,
Segoro,059 I,2026,2,C,Engine,2E,BLN,,
Segoro,059 I,2026,3,C,Engine,2E,BLN,,
Segoro,059 I,2026,4,C,Engine,2E,BLN,,
Segoro,059 I,2026,5,C,Engine,2E,BLN,,
Segoro,059 I,2026,6,C,Engine,2E,BLN,,
Segoro,059 I,2026,7,S,Engine,2E,BLN,,
Segoro,059 I,2026,8,S,Engine,2E,BLN,,
Segoro,059 I,2026,9,S,Engine,2E,BLN,,
Segoro,059 I,2026,10,S,Engine,2E,BLN,,
Segoro,059 I,2026,11,S,Engine,2E,BLN,,
Segoro,059 I,2026,12,S,Engine,2E,BLN,,
Segoro,059 J,2026,3,C,Engine,2E,TRW,,
Segoro,059 J,2026,6,C,Engine,2E,TRW,,
Segoro,059 J,2026,9,S,Engine,2E,TRW,,
Segoro,059 J,2026,12,S,Engine,2E,TRW,,
Segoro,060,2026,6,C,Deck,Master,SMT,,
Segoro,060,2026,12,S,Deck,Master,SMT,,
Segoro,061,2026,1,C,Deck,CO,Weekly,,
Segoro,061,2026,2,C,Deck,CO,Weekly,,
Segoro,061,2026,3,C,Deck,CO,Weekly,,
Segoro,061,2026,4,C,Deck,CO,Weekly,,
Segoro,061,2026,5,C,Deck,CO,Weekly,,
Segoro,061,2026,6,S,Deck,CO,Weekly,,
Segoro,061,2026,7,S,Deck,CO,Weekly,,
Segoro,061,2026,8,S,Deck,CO,Weekly,,
Segoro,061,2026,9,S,Deck,CO,Weekly,,
Segoro,061,2026,10,S,Deck,CO,Weekly,,
Segoro,061,2026,11,S,Deck,CO,Weekly,,
Segoro,061,2026,12,S,Deck,CO,Weekly,,
Segoro,073B,2026,1,C,Engine,CE,Voy,,
Segoro,073B,2026,2,C,Engine,CE,Voy,,
Segoro,073B,2026,3,C,Engine,CE,Voy,,
Segoro,073B,2026,4,C,Engine,CE,Voy,,
Segoro,073B,2026,5,C,Engine,CE,Voy,,
Segoro,073B,2026,6,C,Engine,CE,Voy,,
Segoro,073B,2026,7,S,Engine,CE,Voy,,
Segoro,073B,2026,8,S,Engine,CE,Voy,,
Segoro,073B,2026,9,S,Engine,CE,Voy,,
Segoro,073B,2026,10,S,Engine,CE,Voy,,
Segoro,073B,2026,11,S,Engine,CE,Voy,,
Segoro,073B,2026,12,S,Engine,CE,Voy,,
Segoro,075,2026,1,C,Engine,Master,Weekly,,
Segoro,075,2026,2,C,Engine,Master,Weekly,,
Segoro,075,2026,3,C,Engine,Master,Weekly,,
Segoro,075,2026,4,C,Engine,Master,Weekly,,
Segoro,075,2026,5,C,Engine,Master,Weekly,,
Segoro,075,2026,6,C,Engine,Master,Weekly,,
Segoro,075,2026,7,S,Engine,Master,Weekly,,
Segoro,075,2026,8,S,Engine,Master,Weekly,,
Segoro,075,2026,9,S,Engine,Master,Weekly,,
Segoro,075,2026,10,S,Engine,Master,Weekly,,
Segoro,075,2026,11,S,Engine,Master,Weekly,,
Segoro,075,2026,12,S,Engine,Master,Weekly,,
Segoro,084 A,2026,6,C,Deck,CO,SMT,,
Segoro,084 A,2026,12,S,Deck,CO,SMT,,
Segoro,084 B,2026,6,C,Deck,CO,SMT,,
Segoro,084 B,2026,12,S,Deck,CO,SMT,,
Segoro,084 C,2026,6,C,Deck,CO,SMT,,
Segoro,084 C,2026,12,S,Deck,CO,SMT,,
Segoro,084 D,2026,6,C,Deck,CO,SMT,,
Segoro,084 D,2026,12,S,Deck,CO,SMT,,
Segoro,084 E,2026,6,C,Deck,CO,SMT,,
Segoro,084 E,2026,12,S,Deck,CO,SMT,,
Segoro,084 F,2026,6,C,Deck,CO,SMT,,
Segoro,084 F,2026,12,S,Deck,CO,SMT,,
Segoro,093A,2026,1,C,Deck,Master,BLN,,
Segoro,093A,2026,2,C,Deck,Master,BLN,,
Segoro,093A,2026,3,C,Deck,Master,BLN,,
Segoro,093A,2026,4,C,Deck,Master,BLN,,
Segoro,093A,2026,5,C,Deck,Master,BLN,,
Segoro,093A,2026,6,C,Deck,Master,BLN,,
Segoro,093A,2026,7,S,Deck,Master,BLN,,
Segoro,093A,2026,8,S,Deck,Master,BLN,,
Segoro,093A,2026,9,S,Deck,Master,BLN,,
Segoro,093A,2026,10,S,Deck,Master,BLN,,
Segoro,093A,2026,11,S,Deck,Master,BLN,,
Segoro,093A,2026,12,S,Deck,Master,BLN,,
Selaras,009,2026,1,C,Deck,Master,BLN,,
Selaras,009,2026,2,C,Deck,Master,BLN,,
Selaras,009,2026,3,C,Deck,Master,BLN,,
Selaras,009,2026,4,C,Deck,Master,BLN,,
Selaras,009,2026,5,C,Deck,Master,BLN,,
Selaras,009,2026,6,C,Deck,Master,BLN,,
Selaras,009,2026,7,S,Deck,Master,BLN,,
Selaras,009,2026,8,S,Deck,Master,BLN,,
Selaras,009,2026,9,S,Deck,Master,BLN,,
Selaras,009,2026,10,S,Deck,Master,BLN,,
Selaras,009,2026,11,S,Deck,Master,BLN,,
Selaras,009,2026,12,S,Deck,Master,BLN,,
Selaras,018,2026,1,C,Deck,CO,BLN,,
Selaras,018,2026,2,C,Deck,CO,BLN,,
Selaras,018,2026,3,C,Deck,CO,BLN,,
Selaras,018,2026,4,C,Deck,CO,BLN,,
Selaras,018,2026,5,C,Deck,CO,BLN,,
Selaras,018,2026,6,C,Deck,CO,BLN,,
Selaras,018,2026,7,S,Deck,CO,BLN,,
Selaras,018,2026,8,S,Deck,CO,BLN,,
Selaras,018,2026,9,S,Deck,CO,BLN,,
Selaras,018,2026,10,S,Deck,CO,BLN,,
Selaras,018,2026,11,S,Deck,CO,BLN,,
Selaras,018,2026,12,S,Deck,CO,BLN,,
Selaras,022,2026,1,C,Deck,Master,BLN,,
Selaras,022,2026,2,C,Deck,Master,BLN,,
Selaras,022,2026,3,C,Deck,Master,BLN,,
Selaras,022,2026,4,C,Deck,Master,BLN,,
Selaras,022,2026,5,C,Deck,Master,BLN,,
Selaras,022,2026,6,C,Deck,Master,BLN,,
Selaras,022,2026,7,S,Deck,Master,BLN,,
Selaras,022,2026,8,S,Deck,Master,BLN,,
Selaras,022,2026,9,S,Deck,Master,BLN,,
Selaras,022,2026,10,S,Deck,Master,BLN,,
Selaras,022,2026,11,S,Deck,Master,BLN,,
Selaras,022,2026,12,S,Deck,Master,BLN,,
Selaras,023,2026,1,C,Deck,Master,BLN,,
Selaras,023,2026,2,C,Deck,Master,BLN,,
Selaras,023,2026,3,C,Deck,Master,BLN,,
Selaras,023,2026,4,C,Deck,Master,BLN,,
Selaras,023,2026,5,C,Deck,Master,BLN,,
Selaras,023,2026,6,C,Deck,Master,BLN,,
Selaras,023,2026,7,S,Deck,Master,BLN,,
Selaras,023,2026,8,S,Deck,Master,BLN,,
Selaras,023,2026,9,S,Deck,Master,BLN,,
Selaras,023,2026,10,S,Deck,Master,BLN,,
Selaras,023,2026,11,S,Deck,Master,BLN,,
Selaras,023,2026,12,S,Deck,Master,BLN,,
Selaras,024,2026,1,C,Deck,Master,BLN,,
Selaras,024,2026,2,C,Deck,Master,BLN,,
Selaras,024,2026,3,C,Deck,Master,BLN,,
Selaras,024,2026,4,S,Deck,Master,BLN,,
Selaras,024,2026,5,C,Deck,Master,BLN,,
Selaras,024,2026,6,C,Deck,Master,BLN,,
Selaras,024,2026,7,S,Deck,Master,BLN,,
Selaras,024,2026,8,S,Deck,Master,BLN,,
Selaras,024,2026,9,S,Deck,Master,BLN,,
Selaras,024,2026,10,S,Deck,Master,BLN,,
Selaras,024,2026,11,S,Deck,Master,BLN,,
Selaras,024,2026,12,S,Deck,Master,BLN,,
Selaras,025,2026,1,C,Deck,Master,2 BLN,,
Selaras,025,2026,3,C,Deck,Master,2 BLN,,
Selaras,025,2026,5,C,Deck,Master,2 BLN,,
Selaras,025,2026,7,S,Deck,Master,2 BLN,,
Selaras,025,2026,9,S,Deck,Master,2 BLN,,
Selaras,025,2026,11,S,Deck,Master,2 BLN,,
Selaras,026,2026,3,C,Deck,Master,TRW,,
Selaras,026,2026,6,C,Deck,Master,TRW,,
Selaras,026,2026,9,S,Deck,Master,TRW,,
Selaras,026,2026,12,S,Deck,Master,TRW,,
Selaras,027,2026,3,C,Deck,Master,TRW,,
Selaras,027,2026,6,C,Deck,Master,TRW,,
Selaras,027,2026,9,S,Deck,Master,TRW,,
Selaras,027,2026,12,S,Deck,Master,TRW,,
Selaras,028,2026,3,C,Deck,Master,TRW,,
Selaras,028,2026,6,C,Deck,Master,TRW,,
Selaras,028,2026,9,S,Deck,Master,TRW,,
Selaras,028,2026,12,S,Deck,Master,TRW,,
Selaras,038,2026,3,C,Deck,CO,TRW,,
Selaras,038,2026,6,C,Deck,CO,TRW,,
Selaras,038,2026,9,S,Deck,CO,TRW,,
Selaras,038,2026,12,S,Deck,CO,TRW,,
Selaras,040 A,2026,1,C,Engine,CE,BLN,,
Selaras,040 A,2026,2,C,Engine,CE,BLN,,
Selaras,040 A,2026,3,C,Engine,CE,BLN,,
Selaras,040 A,2026,4,C,Engine,CE,BLN,,
Selaras,040 A,2026,5,C,Engine,CE,BLN,,
Selaras,040 A,2026,6,C,Engine,CE,BLN,,
Selaras,040 A,2026,7,S,Engine,CE,BLN,,
Selaras,040 A,2026,8,S,Engine,CE,BLN,,
Selaras,040 A,2026,9,S,Engine,CE,BLN,,
Selaras,040 A,2026,10,S,Engine,CE,BLN,,
Selaras,040 A,2026,11,S,Engine,CE,BLN,,
Selaras,040 A,2026,12,S,Engine,CE,BLN,,
Selaras,040 C,2026,1,C,Engine,CE,BLN,,
Selaras,040 C,2026,2,C,Engine,CE,BLN,,
Selaras,040 C,2026,3,C,Engine,CE,BLN,,
Selaras,040 C,2026,4,C,Engine,CE,BLN,,
Selaras,040 C,2026,5,C,Engine,CE,BLN,,
Selaras,040 C,2026,6,C,Engine,CE,BLN,,
Selaras,040 C,2026,7,S,Engine,CE,BLN,,
Selaras,040 C,2026,8,S,Engine,CE,BLN,,
Selaras,040 C,2026,9,S,Engine,CE,BLN,,
Selaras,040 C,2026,10,S,Engine,CE,BLN,,
